,feature,importance,
4566,MPI Mannose phosphate isomerase,0,
6614,MPL gene (thrombopoietin receptor) extracted from Human thrombopoietin receptor (MPL) gene,0,
6214,MPO from  Human myeloperoxidase gene; exons 1-4./ntype=DNA /annot=exon,0,
1778,MPO Myeloperoxidase,0,
2160,MPP1 Membrane protein; palmitoylated 1 (55kD),0,
4287,MPR46 gene for 46kd mannose 6-phosphate receptor,0,
888,Mps1 (Gb:L20314),0,
4580,MPV17 MpV17 transgene; murine homolog; glomerulosclerosis,0,
5549,MPZ Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B),0,
5548,MPZ Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B),0,
543,Mr 110;000 antigen,0,
3119,MRE11 Homolog of yeast MRE11,0,
61,mRNA,0,
4643,mRNA (clone C-2k) mRNA for serine/threonine protein kinase,0,
5177,mRNA (non-coding; clone h2A),0,
5165,mRNA (ocular albinism type 1 related),0,
4925,mRNA dynein-related protein,0,
5150,mRNA encoding GPI-anchored protein p137,0,
3867,mRNA export protein Rae1 (RAE1) mRNA,0,
6956,mRNA fragment encoding beta-tubulin. (from clone D-beta-1),0,
5937,mRNA fragment encoding beta-tubulin. (from clone D-beta-1),0,
4918,mRNA from TYL gene,0,
4878,mRNA homologous to S. cerevisiae RAD54,0,
1386,mRNA in the region near the btk gene involved in a-gamma-globulinemia,0,
4434,mRNA PSSALRE for serine/threonine protein kinase,0,
6709,mRNA translocon-associated protein delta subunit precursor,0,
292,mRNA; clone HH109 (screened by the monoclonal antibody of insulin receptor substrate-1 (IRS-1)),0,
66,mRNA; clone RES4-22A,0,
68,mRNA; clone RES4-24A; exon 1; 2; 3; 4,0,
69,mRNA; clone RES4-24C; exon 1; 2; 3,0,
70,mRNA; clone RES4-25; partial cds,0,
3877,mRNA-associated protein mrnp41 mRNA,0,
4633,Mrp17 mRNA,0,
3550,Msg1-related gene 1 (mrg1) mRNA,0,
2625,MSH2 DNA repair protein MSH2,0,
5427,MSH3 MutS (E. coli) homolog 3,0,
5998,MSH3 MutS (E. coli) homolog 3,0,
6296,MSMB Beta-microseminoprotein (prostate secreted),0,
6295,MSMB Beta-microseminoprotein (prostate secreted),0,
2186,MSN Moesin,0,
192,MSR1 Macrophage scavenger receptor 1,0,
6497,MST1 (MST1) mRNA,0,
6710,MST1 Macrophage stimulating 1 (hepatocyte growth factor-like),0,
6711,MST1 Macrophage stimulating 1 (hepatocyte growth factor-like),0,
5400,MST1 Macrophage stimulating 1 (hepatocyte growth factor-like),0,
4494,MST1R Protein-tyrosine kinase RON,0,
5365,MSX1 Msh (Drosophila) homeo box homolog 1 (formerly homeo box 7),0,
4582,MT1L Metallothionein 1L,0,
2919,MTAP Methylthioadenosine phosphorylase,0,
4612,MTF-1 mRNA for metal-regulatory transcription factor,0,
261,MTH1 MutT (E. coli) human homolog (8-oxo-7;8-dihydroguanosine triphosphatase),0.001306878,
1095,MTHFD Methylenetetrahydrofolate dehydrogenase- methenyltetrahydrofolate cyclohydrolase-formyltetrahydrofolate synthetase,0,
4182,MTHFD NAD-dependent methylene tetrahydrofolate dehydrogenase cyclohydrolase,0,
3246,MTM1 Myotubular myopathy 1,0,
5155,MT-MMP protein,0,
4787,MTP Microsomal triglyceride transfer protein (large polypeptide; 88kD),0,
5459,MUC1 Mucin 1; transmembrane,0,
6003,MUC1 Mucin 1; transmembrane,0,
4466,MUC18 gene (melanoma associated glycoprotein) extracted from H.sapiens MGF gene exons 1&2,0,
5310,MUC2 Mucin 2; intestinal/tracheal,0,
6465,MUC5B Mucin 5; subtype B; tracheobronchial,0,
2784,MUC8 Mucin 8; tracheobronchial,0,
6773,Mucin (Gb:M22406),0,
6816,Mucin (Gb:M57417),0,
5855,Mucin 1; Epithelial; Alt. Splice 6,0,
5857,Mucin 1; Epithelial; Alt. Splice 9,0,
5856,Mucin 1; Epithelial; Alt. Splice 9,0,
6738,Mucin 3; Intestinal (Gb:M55405),0,
6739,Mucin 3; Intestinal (Gb:M55405),0,
6785,Mucin 3; Intestinal (Gb:M55406),0,
5507,Mucin 4; Tracheobronchial,0,
863,Mucin 5b; Tracheobronchial (Gb:X74955),0.006545455,
5912,Mucin 6; Gastric (Gb:L07517),0,
5911,Mucin 6; Gastric (Gb:L07517),0,
6828,Mucin 6; Gastric (Gb:L07518),0,
1001,Mucin; Gastric,0,
1174,MUELLERIAN INHIBITING FACTOR PRECURSOR,0,
4731,MUF1 protein,0,
5328,MULTIDRUG RESISTANCE PROTEIN 1,0,
5483,MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1,0,
6031,MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1,0,
4261,MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE,0,
4253,MULTIFUNCTIONAL PROTEIN ADE2,0,
3594,Multiple exostosis-like protein (EXTL) mRNA,0,
3982,Multispanning membrane protein mRNA,0,
3000,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,0,
1748,MUSCARINIC ACETYLCHOLINE RECEPTOR M4,0,
2499,Muscle acetylcholine receptor alpha-subunit,0,
5492,MUSCLE-SPECIFIC DNASE I-LIKE PRECURSOR,0,
6157,Mutant coseg gene for vasopressin-neurophysin precursor,0,
3964,Mutated in multiple advanced cancers protein (MMAC1) mRNA,0,
2329,MVK Mevalonate kinase,0,
1963,MX1 Myxovirus (influenza) resistance 1; homolog of murine (interferon-inducible protein p78),0,
1918,MX2 Myxovirus (influenza) resistance 2; homolog of murine,0,
5297,MXI1 mRNA,0.00715,
5659,Mxi1 protein,0,
1267,MXS1 Membrane component; X chromosome; surface marker 1,0,
5367,Myasthenic syndrome antigen B [human; fetal brain; mRNA; 3477 nt],0,
1700,MYB Proto-oncogene c-myb {alternative products},0,
5473,MYBL1 V-myb avian myeloblastosis viral oncogene homolog-like 1,0,
4129,MYBL2 V-myb avian myeloblastosis viral oncogene homolog-like 2,0,
6687,MYBPC1 Myosin-binding protein C; slow-type,0,
5289,MYC V-myc avian myelocytomatosis viral oncogene homolog,0,
5847,MYC V-myc avian myelocytomatosis viral oncogene homolog,0,
5671,Myc-associated zinc-finger protein of human islet,0,
1069,MYCL2 gene,0,
5733,Myelin Basic Protein; Alt. Splice Form 4,0,
5151,Myelin oligodendrocyte glycoprotein (MOG),0,
5844,Myelin Proteolipid Protein; Alt. Splice 2,0,
2410,MYELIN TRANSCRIPTION FACTOR 1,0,
3425,Myelodysplasia/myeloid leukemia factor 2 (MLF2) mRNA,0,
3050,Myeloid elf-1 like factor (MEF) mRNA,0,
3876,Myeloid progenitor inhibitory factor-1 MPIF-1 mRNA,0,
4153,MYF5 Myogenic factor 5,0,
4227,MYF6 Muscle determination factor,0,
6659,MYH3 Myosin; heavy polypeptide 3; skeletal muscle; embryonic,0,
7005,MYH7 Myosin; heavy polypeptide 7; cardiac muscle; beta,0,
6229,MYH7 Myosin; heavy polypeptide 7; cardiac muscle; beta,0,
1921,MYH9 Myosin; heavy polypeptide 9; non-muscle,0,
6280,MYL1 Myosin light chain (alkali),0,
6220,MYL1 Myosin; light polypeptide 1; alkali; skeletal; fast,0,
4428,MYL2 Myosin; light polypeptide 2; regulatory; cardiac; slow,0,
1809,MYL2 Myosin; light polypeptide 2; regulatory; cardiac; slow,0,
6239,MYL3 Myosin; light polypeptide 3; alkali; ventricular; skeletal; slow,0,
1841,MYL3 Myosin; light polypeptide 3; alkali; ventricular; skeletal; slow,0,
4225,MYL4 Myosin; light polypeptide 4; alkali; atrial; embryonic,0,
6301,MYL4 Myosin; light polypeptide 4; alkali; atrial; embryonic,0,
6859,MYL4 Myosin; light polypeptide 4; alkali; atrial; embryonic,0,
1197,MYL5 Myosin; light polypeptide 5; regulatory,0,
3637,Myleoid differentiation primary response protein MyD88 mRNA,0,
1367,MYO5A Myosin VA (heavy polypeptide 12; myoxin),0,
4384,MYOCYTE-SPECIFIC ENHANCER FACTOR 2,0,
4294,MYOD1 Myogenic factor 3,0,
4204,MYOG Myogenin (myogenic factor 4),0,
3732,Myogenic repressor I-mf (MDFI) mRNA,0,
4018,Myoglobin gene (exon 1) (and joined CDS),0,
4448,MYO-INOSITOL-1(OR 4)-MONOPHOSPHATASE,0,
6306,Myosin,0,
1214,Myosin binding protein H mRNA,0,
4955,Myosin heavy chain 12,0,
3292,Myosin light chain kinase (MLCK) mRNA,0,
4260,Myosin regulatory light chain mRNA,0,
3143,Myosin VIIA (USH1B) mRNA,0,
3401,Myosin VIIa transcript 2 mRNA,0,
5738,Myosin; Heavy Polypeptide 10; Non-Muscle,0,
6821,Myosin; Heavy Polypeptide 9; Non-Muscle,0,
6820,Myosin; Heavy Polypeptide; Light Meromyosin,0,
5797,Myosin; Light Chain; Alkali; Smooth Muscle (Gb:U02629); Non-Muscle; Alt. Splice 2,0,
5796,Myosin; Light Chain; Alkali; Smooth Muscle (Gb:U02629); Non-Muscle; Alt. Splice 2,0,
5798,Myosin; Light Chain; Alkali; Smooth Muscle (Gb:U02629); Smooth Muscle; Alt. Splice 4,0,
4894,Myosin-I beta,0,
2785,Myosin-IC mRNA,0,
3194,N33 gene,0,
6249,Na;K-ATPase beta-1 subunit mRNA,0,
3331,Na;K-ATPase gamma subunit mRNA,0,
1139,Na;K-ATPase subunit alpha 2 (ATP1A2) gene,0,
6384,Na+/Ca+ exchanger (CNC) mRNA,0,
1456,Na+/glucose cotransporter 1 mRNA,0,
3521,Na+/nucleoside cotransporter (hCNT1c) mRNA,0,
6311,Na+;K+ -ATPase catalytic subunit alpha-III isoform gene,0,
6310,Na+;K+ -ATPase catalytic subunit alpha-III isoform gene,0,
771,N-Acetyl-beta-D-glucosaminide,0,
2648,N-ACETYLGALACTOSAMINE-6-SULFATASE PRECURSOR,0,
4788,Na-Cl electroneutral thiazide-sensitive cotransporter,0,
2673,NAD(H)-specific isocitrate dehydrogenase alpha subunit precursor mRNA,0,
3170,NAD(P) transhydrogenase,0,
1493,NAD+-dependent succinate-semialdehyde dehydrogenase (SSADH) mRNA; 3' end,0,
3979,NADH:ubiquinone oxidoreductase MLRQ subunit mRNA,0,
3621,NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA,0,
3390,NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA,0,
1890,NADH-CYTOCHROME B5 REDUCTASE,0,
6786,Nadh-Ubiquinone Oxidoreductase; 39 Kda Subunit,0,
1018,Nadh-Ubiquinone Oxidoreductase; 51 Kda Subunit,0,
6842,NADP-dependent malic enzyme mRNA,0,
311,NADPH-flavin reductase,0.010322677,
2111,NAGA N-acetylgalactosaminidase; alpha-,0,
6556,NAGLU N-acetylglucosaminidase; alpha- (Sanfilippo disease IIIB,0,
3803,Naip gene (neuronal apoptosis inhibitory protein) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,0,
6811,NAK1 mRNA for DNA binding protein,0,
2418,NASP Nuclear autoantigenic sperm protein (histone-binding),0,
7099,Natural killer cell receptor (KIR) mRNA,0,
2060,NATURAL KILLER CELLS PROTEIN 4 PRECURSOR,0,
602,NB thymosin beta,0,
2270,N-benzoyl-L-tyrosyl-p-amino-benzoic acid hydrolase alpha subunit (PPH alpha) mRNA,0,
6541,NBK apoptotic inducer protein,0,
601,NBPhox,0,
6561,NC2 alpha subunit,0,
1770,NCA Non-specific cross reacting antigen,0,
507,NCBP interacting protein 1,0,
5619,NCBP Nuclear cap binding protein; 80kD,0,
2017,NCF1 47 kD autosomal chronic granulomatous disease protein,0,
1941,NCF2 Neutrophil cytosolic factor 2 (65kD; chronic granulomatous disease; autosomal 2),0,
4200,NCK Non-catalytic region of tyrosine kinase,0,
4422,NDP Norrie disease (pseudoglioma) protein,0,
5128,Ndr protein kinase,0,
1821,NDUFV2 NADH dehydrogenase (ubiquinone) flavoprotein 2 (24kD),0,
3091,NECDIN related protein mRNA,0,
418,NEDD-4 PROTEIN,0,
3993,Nedd-4-like ubiquitin-protein ligase WWP2 mRNA,0,
6487,Negative regulator of programmed cell death ICH-1S (Ich-1) mRNA,0,
5383,Negative regulator of programmed cell death ICH-1S (Ich-1) mRNA,0,
6477,Nek2 mRNA for protein kinase,0,
5106,Nek3 mRNA for protein kinase,0,
5669,Nel-related protein,0,
606,Nel-related protein 2,0,
3498,NEO1 Neogenin (chicken) homolog 1,0,
5007,Nerve growth factor-inducible PC4 homologue,0,
913,Nestin,0,
972,N-Ethylmaleimide-Sensitive Factor,0,
874,Neural Cell Adhesion Molecule,0,
2473,NEURAL CELL ADHESION MOLECULE; PHOSPHATIDYLINOSITOL-LINKED ISOFORM PRECURSOR,0,
6504,Neural-restrictive silencer factor; splice variant mRNA; partial cds,0,
767,Neuroblastoma,0,
5263,NEUROD1 Neurogenic differentiation 1,0,
3296,Neuroendocrine-dlg (NE-dlg) mRNA,0,
6041,Neuroendocrine-specific protein A (NSP) mRNA,0,
6787,Neurofibromatosis 2 Tumor Suppressor (Gb:L27065),0,
4929,Neurofilament subunit M (NF-M),0,
4079,NEUROFILAMENT TRIPLET L PROTEIN,0,
2512,Neurofilament-66 [human; fetal brain; mRNA; 3197 nt],0,
5668,Neurogenic helix-loop-helix protein NEUROD (neurod) gene,0,
1806,Neuromedin B mRNA,0.022376142,
2331,NEUROMEDIN K RECEPTOR,0,
4564,NEUROMEDIN U-25 PRECURSOR,0,
2226,Neuronal DHP-sensitive; voltage-dependent; calcium channel alpha-1D subunit mRNA,0,
2227,Neuronal DHP-sensitive; voltage-dependent; calcium channel alpha-2b subunit mRNA,0,
2655,Neuronal kinesin heavy chain mRNA,0,
3238,Neuronal membrane glycoprotein M6b mRNA; partial cds,0,
3514,Neuronal nicotinic acetylcholine receptor beta-2 subunit,0,
3790,Neuronal olfactomedin-related ER localized protein mRNA; partial cds,0,
6511,Neuronatin alpha mRNA,0,
6095,Neuron-specific RNA recognition motifs (RRMs)-containing protein [human; hippocampus; mRNA; 1992 nt],0,
3126,Neuron-specific vesicle coat protein and cerebellar degeneration antigen (beta-NAP) mRNA,0,
1204,NEURON-SPECIFIC X11 PROTEIN,0,
3320,Neuropeptide y2 receptor mRNA,0,
3386,Neutral amino acid transporter B mRNA,0,
1715,Neutral protease large subunit from  Human endogenous retrovirus HERV-K10./ntype=DNA /annot=CDS,0,
5484,NEUTROPHIL ACTIVATING PROTEIN ENA-78 PRECURSOR,0,
6116,NEUTROPHIL ACTIVATING PROTEIN ENA-78 PRECURSOR,0,
813,Nexin; Glia-Derived,0,
5806,NF1 Neurofibromin,0,
420,NF1 Neurofibromin,0,
186,NF1 Neurofibromin,0,
1283,NF2 Neurofibromin 2 (bilateral acoustic neuroma),0,
1590,NF-AT3 mRNA,0,
2682,NF-ATc mRNA,0,
2507,NF-E2 protein (NF-E2) mRNA,0,
4161,NF-H gene; exon 1 (and joined CDS),0,
6377,NF-IL6-beta protein mRNA,0.003710438,
1025,Nf-Kappa B-Binding Protein Kbp-1,0,
2055,NFKB1 Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105),0,
5372,NFKB2 Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),0.002382445,
5379,NFKB2 Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),0,
4333,NFYA Nuclear transcription factor Y; alpha,0,
6934,NGAL gene,0,
4237,NGFB Nerve growth factor beta,0,
1728,NGFR Nerve growth factor receptor,0,
5377,Nicotinamide N-methyltransferase (NNMT) mRNA,0,
1915,NID Nidogen (enactin),0,
128,Niemann-Pick C disease protein (NPC1) mRNA,0,
3265,NifU-like protein (hNifU) mRNA; partial cds,0,
3668,Ninjurin1 mRNA,0,
2807,Nip1 (NIP1) mRNA,0,
2809,Nip3 (NIP3) mRNA,0,
7098,Nkat2b mRNA,0,
5900,NKG2-A AND NKG2-B TYPE II INTEGRAL MEMBRANE PROTEINS,0,
4266,NKG2-D TYPE II INTEGRAL MEMBRANE PROTEIN,0,
2298,NKG5 PROTEIN PRECURSOR,0,
989,Nkr-P1a Protein,0.002382445,
4579,NMB Neuromedin B,0,
2193,NMBR Neuromedin B receptor,0,
1642,NMDA receptor mRNA,0,
4201,NME1 Non-metastatic cells 1; protein (NM23A) expressed in,0.001294168,
4305,NME1 Non-metastatic cells 1; protein (NM23A) expressed in,0,
3003,NME1 Non-metastatic cells 1; protein (NM23A) expressed in,0,
2695,N-methyl-D-aspartate receptor modulatory subunit 2A (hNR2A) mRNA,0,
5381,N-methyl-D-aspartate receptor subunit NR3 (hNR3) mRNA,0,
983,N-Methyl-D-Aspartate Receptor Subunit; Splice Variant Hnr1n,0,
5982,NMOR1 NAD(P)H:menadione oxidoreductase,0,
1060,NMOR2 Quinone oxidoreductase (NQO2),0,
1698,N-MYC PROTO-ONCOGENE PROTEIN,0,
3598,No cluster in current Unigene and no Genbank entry for U67614 (qualifier U67614_at),0,
3709,No cluster in current Unigene and no Genbank entry for U77396 (qualifier U77396_at),0.006472342,
7014,N-Oct 3; N-Oct5a; and N-Oct 5b proteins,0,
3147,NOF1 mRNA,0,
3931,Non-histone chromosomal protein (NHC) mRNA,0,
5938,Non-histone chromosomal protein HMG-14 mRNA,0,
3850,Non-lens beta gamma-crystallin like protein (AIM1) mRNA; partial cds,0,
653,Non-lens beta gamma-crystallin like protein (AIM1) mRNA; partial cds,0,
5697,Non-Specific Cross Reacting Antigen (Gb:D90277); Alt. Splice Form 2,0,
5696,Non-Specific Cross Reacting Antigen (Gb:D90277); Alt. Splice Form 2,0,
2765,Non-translated mRNA sequence,0,
3210,Normal keratinocyte mRNA,0,
2841,NOS1 Nitric oxide synthase 1 (neuronal),0,
2373,NOS3 Nitric oxide synthase 3 (endothelial cell),0,
4982,Not56-like protein,0,
3907,NOTCH4 gene (notch4) extracted from Human HLA class III region containing notch4 (NOTCH4) gene; complete sequence,0,
4851,NOV Nephroblastoma overexpressed gene,0,
4802,Novel gene in Xq28 region,0,
5133,Novel glucocorticoid receptor-associated protein,0,
4822,Novel T-cell activation protein,0,
1165,NP Nucleoside phosphorylase,0,
6971,NPPB Natriuretic peptide precursor B,0,
3504,NPTX1 Neuronal pentraxin I,0,
2998,NPTX2 Neuronal pentraxin II,0,
1158,NPY Neuropeptide Y,0,
6035,NPY1R Neuropeptide Y receptor Y1,0,
466,NRAMP1 Natural resistance-associated macrophage protein 1 (might include Leishmaniasis),0,
1525,NRAMP2 Natural resistance-associated macrophage protein 2,0,
2483,Nrf2,0,
4900,NRGN gene; exons 2;3 & 4 (joined CDS),0,
2403,NSCL-1 mRNA sequence,0,
3019,N-sulphoglucosamine sulphohydrolase mRNA,0,
4281,NT5 5' nucleotidase (CD73),0,
397,NT5 5' nucleotidase (CD73),0,
6434,NTRK3 Neurotrophic tyrosine kinase; receptor; type 3 (TrkC),0,
2495,NTRK3 Neurotrophic tyrosine kinase; receptor; type 3 (TrkC),0,
6394,N-type calcium channel alpha-1 subunit mRNA,0,
3861,Nuclear antigen H731 mRNA,0,
2850,Nuclear autoantigen GS2NA mRNA,0,
3970,Nuclear chloride ion channel protein (NCC27) mRNA,0,
2924,Nuclear domain 10 protein (ndp52) mRNA,0,
980,Nuclear Factor 1; A Type,0,
840,Nuclear Factor 1; Variant Hepatic,0,
3643,Nuclear factor I B3 mRNA,0,
3868,Nuclear factor I-B2 (NFIB2) mRNA,0,
2728,Nuclear factor NF45 mRNA,0,
2729,Nuclear factor NF90 mRNA,0,
921,Nuclear Factor Nf-Il6,0,
4711,NUCLEAR FACTOR RIP140,0,
1645,Nuclear hormone receptor (shp) gene; 3' end of cds,0,
5740,Nuclear Mitotic Apparatus Protein 1; Alt. Splice Form 2,0,
2923,Nuclear orphan receptor LXR-alpha mRNA,0,
6450,Nuclear orphan receptor mRNA,0,
5496,Nuclear orphan receptor mRNA,0,
1407,Nuclear phosphoprotein mRNA,0,
5094,Nuclear pore complex protein hnup153,0,
237,NUCLEAR PORE COMPLEX PROTEIN NUP214,0,
4316,NUCLEAR PORE GLYCOPROTEIN P62,0,
3348,Nuclear protein Skip mRNA,0,
607,Nuclear protein; NP220,0,
4768,Nuclear receptor,0,
6084,Nuclear respiratory factor 1 (NRF-1) gene,0,
5311,Nuclear respiratory factor-1 (NRF-1) mRNA,0,
3927,Nuclear RNA helicase,0,
4100,NUCLEAR TRANSPORT FACTOR 2,0,
5917,Nucleic Acid-Binding Protein (Gb:L12693),0,
3029,NUCLEOBINDIN PRECURSOR,0,
3269,Nucleolar autoantigen No55 mRNA,0,
3886,Nucleolar protein p40 mRNA,0,
4738,Nucleolar protein; HNP36,0,
6673,NUCLEOLAR TRANSCRIPTION FACTOR 1,0,
2093,Nucleolin gene,0,
2232,NUCLEOLYSIN TIA-1,0,
3189,Nucleoporin 98 (NUP98) mRNA,0,
2490,Nucleoprotein interactor 1,0,
797,Nucleoside Diphosphate Kinase Nm23-H2s,0,
4950,Nucleoside-diphosphate kinase,0,
465,Nucleosome assembly protein,0,
3711,Nucleosome assembly protein 2 mRNA,0,
1200,Nucleotide binding protein mRNA,0,
2586,Nucleotide-binding protein mRNA,0,
1910,OAT Ornithine aminotransferase (gyrate atrophy),0,
5170,OBF-1 mRNA for octamer binding factor 1,0,
5422,OCRL Oculocerebrorenal syndrome (lowe syndrome),0,
6840,Octamer binding transcription factor 1 (OTF1) mRNA,0,
1962,ODC1 Ornithine decarboxylase 1,0,
6228,Of cardiac alpha-myosin heavy chain gene,0,
6071,Of p65 gene encoding p65 subunit of transcription factor NF-kappaB,0,
175,OGDH Oxoglutarate dehydrogenase (lipoamide),0,
4037,OIAS (2'-5') oligoadenylate synthetase,0,
6163,OIAS (2'-5') oligoadenylate synthetase,0,
5878,Olfactory Receptor Or17-201,0,
973,Olfactory Receptor Or17-209,0,
6824,Olfactory Receptor Or17-210,0,
5877,Olfactory Receptor Or17-219,0,
6822,Olfactory Receptor Or17-24,0,
6823,Olfactory Receptor Or17-30,0,
3710,O-linked GlcNAc transferase mRNA,0,
1013,Omega Light Chain; Immunoglobulin Lambda Light Chain Related,0,
967,Oncogene Aml1-Evi-1; Fusion Activated,0,
5913,Oncogene E6-Ap; Papillomavirus,0,
5276,Oncogene Ret/Ptc; Fusion Activated,0,
6726,Oncogene Ret/Ptc2; Fusion Activated,0,
871,Oncogene Tls/Chop; Fusion Activated,0,
1384,Oncomodulin gene,0,
2635,Onconeural ventral antigen-1 (Nova-1) mRNA,0,
1927,Oncoprotein 18 (Op18) gene,0,
3490,Oncostatin-M specific receptor beta subunit (OSMRB) mRNA,0,
3753,OPCML Opioid-binding cell adhesion molecule,0,
6667,Open reading frame p25 (AA 1-223) gene extracted from Human HTLV-I related endogenous retroviral sequence (HRES-1/1),0,
963,Opioid-Binding Cell Adhesion Molecule,0,
2680,OPRD1 Opioid receptor; delta 1,0,
1526,OPRK1 Opioid receptor; kappa 1,0,
1423,OPRM1 Opioid receptor; mu 1,0,
5423,OR17-228 gene extracted from Human olfactory receptor gene cluster on chromosome 17; OR17-228 and OR17-40; and OR17-24 and OR17-25 pseudogenes,0,
5424,OR17-40 gene extracted from Human olfactory receptor gene cluster on chromosome 17; OR17-228 and OR17-40; and OR17-24 and OR17-25 pseudogenes,0,
318,ORF for E6 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,0,
319,ORF for E7 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,0.002004396,
317,ORF for L1 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,0.001233766,
